Company,Country,Date,Months,Time,Rocket,Mission,Rocket Status,Price,Mission Status,
RVSN USSR,Russia,11/27/1991,November,3:30:00 AM,Cosmos-3M (11K65M),Cosmos 2173,Retired,"$13,794,722.00 ",Success,
General Dynamics,USA,11/28/1991,November,1:23:00 PM,Atlas-E/F Star-37S-ISS,DMSP F-11,Retired,"$34,899,702.00 ",Success,
General Dynamics,USA,12/7/1991,November,10:47:00 PM,Atlas II,Eutelsat 2F3,Retired,"$13,057,480.00 ",Success,
Arianespace,France,12/16/1991,November,10:19:00 PM,Ariane 44L,"Telecom 2A, Inmarsat 2F3",Retired,"$35,192,246.00 ",Success,
Yuzhmash,Russia,12/18/1991,November,3:54:00 AM,Tsyklon-3,Intercosmos 25 & Magion 3,Retired,"$42,181,145.00 ",Success,
RVSN USSR,Kazakhstan,12/20/1991,December,,Rokot/Briz K,GVM Demo Flight,Retired,"$23,968,293.00 ",Success,
CASC,China,12/28/1991,December,12:00:00 PM,Long March 3,DFH-2A-T5,Retired,"$44,398,011.00 ",Partial Failure,
NASA,USA,1/22/1992,December,2:52:00 PM,Space Shuttle Discovery,STS-42,Retired,"$31,881,565.00 ",Success,
RVSN USSR,Russia,1/24/1992,December,1:18:00 AM,Molniya-M /Block 2BL,Cosmos 2176,Retired,"$41,057,392.00 ",Success,
RVSN USSR,Kazakhstan,2/5/1992,December,6:14:00 PM,Zenit-2,Tselina-2 n†­10,Retired,"$26,545,667.00 ",Failure,
General Dynamics,USA,2/11/1992,January,12:41:00 AM,Atlas II,USA-78 (DSCS IIIB-14),Retired,"$44,223,829.00 ",Success,
MHI, Japan,2/11/1992,January,1:50:00 AM,H-I (9 SO),JERS 1,Retired,"$28,704,519.00 ",Success,
RVSN USSR,Russia,2/17/1992,February,10:05:00 PM,Cosmos-3M (11K65M),Cosmos 2180,Retired,"$10,273,603.00 ",Success,
Arianespace,France,2/26/1992,February,11:58:00 PM,Ariane 44L,"Superbird-B1, Arabsat-1C",Retired,"$29,603,060.00 ",Success,
VKS RF,Russia,3/4/1992,February,4:27:00 AM,Molniya-M /Block ML,Molniya-1 n†­152,Retired,"$13,362,016.00 ",Success,
RVSN USSR,Russia,3/9/1992,February,10:35:00 PM,Cosmos-3M (11K65M),Cosmos 2181,Retired,"$14,671,281.00 ",Success,
General Dynamics,USA,3/14/1992,February,12:00:00 AM,Atlas I,Galaxy 5,Retired,"$19,839,014.00 ",Success,
Boeing,USA,3/23/1992,March,10:29:00 PM,Delta II 7925,USA-79 (GPS IIA-3),Retired,"$38,672,035.00 ",Success,
NASA,USA,3/24/1992,March,1:13:00 PM,Space Shuttle Atlantis,STS-45,Retired,"$29,990,372.00 ",Success,
Boeing,USA,4/10/1992,March,3:20:00 AM,Delta II 7925,USA-80 (GPS IIA-4),Retired,"$16,727,389.00 ",Success,
RVSN USSR,Russia,4/15/1992,March,7:17:00 AM,Cosmos-3M (11K65M),Cosmos 2184,Retired,"$23,659,711.00 ",Success,
Arianespace,France,4/15/1992,March,11:25:00 PM,Ariane 44L,"Telecom 2B, Inmarsat-2F4",Retired,"$35,397,584.00 ",Success,
Martin Marietta,USA,4/25/1992,April,8:53:00 AM,Titan II(23)G,USA-81,Retired,"$24,507,919.00 ",Success,
NASA,USA,5/7/1992,April,11:40:00 PM,Space Shuttle Endeavour,STS-49,Retired,"$17,204,424.00 ",Success,
Boeing,USA,5/14/1992,April,12:40:00 AM,Delta II 7925,Palapa B4,Retired,"$26,421,901.00 ",Success,
RVSN USSR,Russia,6/3/1992,April,12:50:00 AM,Cosmos-3M (11K65M),Cosmos 2187 to 2194,Retired,"$20,044,989.00 ",Success,
Boeing,USA,6/7/1992,May,4:40:00 PM,Delta II 6920-10,EUVE,Retired,"$44,314,715.00 ",Success,
General Dynamics,USA,6/10/1992,May,12:00:00 AM,Atlas IIA,Intelsat K,Retired,"$13,588,823.00 ",Success,
NASA,USA,6/25/1992,June,4:12:00 PM,Space Shuttle Columbia,STS-50,Retired,"$19,629,914.00 ",Success,
RVSN USSR,Russia,7/1/1992,June,8:16:00 PM,Cosmos-3M (11K65M),Cosmos 2195,Retired,"$21,456,885.00 ",Success,
General Dynamics,USA,7/2/1992,June,9:54:00 PM,Atlas II,USA-82 (DSCS IIIB-12),Retired,"$30,666,260.00 ",Success,
Boeing,USA,7/7/1992,June,9:20:00 AM,Delta II 7925,USA-83 (GPS IIA-5),Retired,"$14,919,467.00 ",Success,
RVSN USSR,Russia,7/8/1992,July,9:53:00 AM,Molniya-M /Block 2BL,Cosmos 2196,Retired,"$16,898,015.00 ",Success,
Arianespace,France,7/9/1992,July,10:42:00 PM,Ariane 44L,"Insat-2A, Eutelsat 2F4",Retired,"$45,528,929.00 ",Success,
RVSN USSR,Russia,7/13/1992,July,5:41:00 PM,Tsyklon-3,Cosmos 2197 to 2202,Retired,"$41,067,394.00 ",Success,
Boeing,USA,7/24/1992,July,9:20:00 AM,Delta II 7925,Satcom C4,Retired,"$10,363,506.00 ",Success,
Boeing,USA,7/24/1992,July,2:26:00 PM,Delta II 6925,GEOTAIL,Retired,"$26,570,855.00 ",Success,
NASA,USA,7/31/1992,July,1:56:00 PM,Space Shuttle Atlantis,STS-46,Retired,"$20,739,107.00 ",Success,
VKS RF,Russia,8/6/1992,July,7:30:00 PM,Molniya-M /Block NVL,Molniya-1 n†­153,Retired,"$38,269,745.00 ",Success,
CASC,China,8/9/1992,July,8:00:00 AM,Long March 2D,FSW-2 No.1,Active,"$11,798,565.00 ",Success,
Arianespace,France,8/10/1992,July,11:04:00 PM,Ariane 42P,"TOPEX/Poseidon, Oscar 23, S80/T",Retired,"$31,757,966.00 ",Success,
VKS RF,Russia,8/12/1992,August,5:44:00 AM,Cosmos-3M (11K65M),Cosmos 2208,Retired,"$38,112,144.00 ",Success,
CASC,China,8/13/1992,August,11:00:00 PM,Long March 2E,Optus-B1,Retired,"$30,895,025.00 ",Success,
General Dynamics,USA,8/22/1992,August,10:40:00 PM,Atlas I,Galaxy 1R,Retired,"$45,153,289.00 ",Failure,
Boeing,USA,9/9/1992,August,8:57:00 AM,Delta II 7925,USA-84 (GPS IIA-6),Retired,"$27,690,556.00 ",Success,
Arianespace,France,9/10/1992,August,11:04:00 PM,Ariane 44LP,"Hispasat 1A, Satcom C3",Retired,"$18,678,637.00 ",Success,
NASA,USA,9/12/1992,August,2:23:00 PM,Space Shuttle Endeavour,STS-47,Retired,"$45,968,270.00 ",Success,
Martin Marietta,USA,9/25/1992,September,5:05:00 PM,Commercial Titan III,Mars Observer,Retired,"$14,438,579.00 ",Success,
CASC,China,10/6/1992,September,6:20:00 AM,Long March 2C,"FSW-1 No.4, Freja",Active,"$31,960,930.00 ",Success,
Boeing,USA,10/12/1992,September,9:47:00 AM,Delta II 7925,DFS Kopernikus 3,Retired,"$42,747,068.00 ",Success,
VKS RF,Russia,10/14/1992,September,7:58:00 PM,Molniya-M /Block ML,Molniya-3 n†­154,Retired,"$42,052,353.00 ",Success,
VKS RF,Russia,10/20/1992,October,12:58:00 PM,Tsyklon-3,Cosmos 2211 to 2216,Retired,"$31,343,380.00 ",Success,
NASA,USA,10/22/1992,October,5:09:00 PM,Space Shuttle Columbia,STS-52,Retired,"$10,809,149.00 ",Success,
Arianespace,France,10/28/1992,October,12:15:00 AM,Ariane 42P,Galaxy-7,Retired,"$32,009,510.00 ",Success,
VKS RF,Russia,10/29/1992,October,10:40:00 AM,Cosmos-3M (11K65M),Cosmos 2218,Retired,"$39,255,979.00 ",Success,
VKS RF,Kazakhstan,11/17/1992,October,7:47:00 AM,Zenit-2,Cosmos 2219,Retired,"$40,623,579.00 ",Success,
VKS RF,Russia,11/21/1992,October,10:21:00 AM,Molniya-M /Block 2BL,Cosmos 2217,Retired,"$36,322,868.00 ",Success,
Boeing,USA,11/22/1992,October,11:54:00 PM,Delta II 7925,USA-85 (GPS IIA-7),Retired,"$17,053,352.00 ",Success,
VKS RF,Russia,11/24/1992,November,4:09:00 AM,Tsyklon-3,Cosmos 2221,Retired,"$35,754,036.00 ",Success,
VKS RF,Russia,11/25/1992,November,12:18:00 PM,Molniya-M /Block 2BL,Cosmos 2222,Retired,"$27,988,127.00 ",Success,
Martin Marietta,USA,11/28/1992,November,9:34:00 PM,Titan IV(404)A,KH-11 Kennen,Retired,"$25,141,419.00 ",Success,
Arianespace,France,12/1/1992,November,10:48:00 PM,Ariane 42P,Superbird A1,Retired,"$38,233,843.00 ",Success,
VKS RF,Russia,12/2/1992,November,1:57:00 AM,Molniya-M /Block ML,Molniya-3 n†­155,Retired,"$43,633,043.00 ",Success,
NASA,USA,12/2/1992,November,1:24:00 PM,Space Shuttle Discovery,STS-53,Retired,"$29,503,864.00 ",Success,
Boeing,USA,12/18/1992,December,10:16:00 PM,Delta II 7925,USA-87 (GPS IIA-8),Retired,"$28,720,822.00 ",Success,
CASC,China,12/21/1992,December,11:21:00 AM,Long March 2E,Optus-B2,Retired,"$20,259,739.00 ",Failure,
VKS RF,Russia,12/22/1992,December,12:36:00 PM,Tsyklon-3,Cosmos 2226,Retired,"$31,962,515.00 ",Success,
VKS RF,Kazakhstan,12/25/1992,December,5:56:00 AM,Zenit-2,Cosmos 2227,Retired,"$14,268,768.00 ",Success,
VKS RF,Russia,12/25/1992,December,8:07:00 PM,Tsyklon-3,Cosmos 2228,Retired,"$38,033,183.00 ",Success,
VKS RF,Russia,1/12/1993,December,11:10:00 AM,Cosmos-3M (11K65M),Cosmos 2230,Retired,"$27,317,200.00 ",Success,
VKS RF,Russia,1/13/1993,December,1:49:00 AM,Molniya-M /Block ML,Molniya-1 n†­156,Retired,"$11,526,120.00 ",Success,
NASA,USA,1/13/1993,December,1:59:00 PM,Space Shuttle Endeavour,STS-54,Retired,"$19,868,112.00 ",Success,
VKS RF,Russia,1/26/1993,January,3:55:00 PM,Molniya-M /Block 2BL,Cosmos 2232,Retired,"$13,150,286.00 ",Success,
Boeing,USA,2/3/1993,January,2:55:00 AM,Delta II 7925,USA-88 (GPS IIA-9),Retired,"$37,077,502.00 ",Success,
VKS RF,Russia,2/9/1993,January,2:56:00 AM,Cosmos-3M (11K65M),Cosmos 2233,Retired,"$16,088,791.00 ",Success,
Northrop,USA,2/9/1993,January,2:30:00 PM,Pegasus,SCD-1,Retired,"$45,591,556.00 ",Success,
ISAS, Japan,2/20/1993,February,2:20:00 AM,Mu-III S2,Asuka,Retired,"$23,804,435.00 ",Success,
VKS RF,Russia,3/16/1993,February,7:49:00 AM,Tsyklon-3,Cosmos 2242,Retired,"$35,740,602.00 ",Success,
MITT,Russia,3/25/1993,February,1:15:00 PM,Start-1,EKA-1,Active,"$21,548,337.00 ",Success,
General Dynamics,USA,3/25/1993,February,9:38:00 PM,Atlas I,UHF F1,Retired,"$11,485,969.00 ",Failure,
VKS RF,Kazakhstan,3/26/1993,March,2:21:00 AM,Zenit-2,Cosmos 2237,Retired,"$12,107,763.00 ",Success,
Boeing,USA,3/30/1993,March,3:09:00 AM,Delta II 7925,USA-90 (GPS IIA-10)/SEDS-1,Retired,"$20,238,460.00 ",Success,
VKS RF,Kazakhstan,3/30/1993,March,12:00:00 PM,Tsyklon-2,Cosmos 2238,Retired,"$10,328,185.00 ",Success,
VKS RF,Russia,4/1/1993,March,6:57:00 PM,Cosmos-3M (11K65M),Cosmos 2239,Retired,"$42,978,037.00 ",Success,
VKS RF,Russia,4/6/1993,March,7:07:00 PM,Molniya-M /Block 2BL,Cosmos 2241,Retired,"$23,068,703.00 ",Success,
NASA,USA,4/8/1993,March,5:29:00 AM,Space Shuttle Discovery,STS-56,Retired,"$11,725,099.00 ",Success,
VKS RF,Russia,4/9/1993,April,8:58:00 AM,Molniya-M /Block 2BL,Cosmos 2340,Retired,"$24,971,622.00 ",Success,
VKS RF,Russia,4/16/1993,April,7:49:00 AM,Tsyklon-3,Cosmos 2242,Retired,"$14,540,583.00 ",Success,
VKS RF,Russia,4/21/1993,April,12:23:00 AM,Molniya-M /Block ML,Molniya-3 n†­157,Retired,"$25,958,114.00 ",Success,
Northrop,USA,4/25/1993,April,1:56:00 PM,Pegasus,ALEXIS,Retired,"$19,273,297.00 ",Success,
NASA,USA,4/26/1993,April,2:50:00 PM,Space Shuttle Columbia,STS-55,Retired,"$18,450,422.00 ",Success,
VKS RF,Kazakhstan,4/28/1993,April,3:39:00 AM,Tsyklon-2,Cosmos 2244,Retired,"$11,577,917.00 ",Success,
VKS RF,Russia,5/11/1993,April,2:56:00 PM,Tsyklon-3,Cosmos 2245 to 2250,Retired,"$17,297,828.00 ",Success,
Arianespace,France,5/12/1993,April,12:56:00 AM,Ariane 42L,"Astra 1C, Arsene",Retired,"$40,742,452.00 ",Success,
Boeing,USA,5/13/1993,April,12:07:00 AM,Delta II 7925,USA-91 (GPS IIA-11),Retired,"$34,847,615.00 ",Success,
VKS RF,Russia,5/26/1993,May,3:23:00 AM,Molniya-M /Block ML,Molniya-1 n†­158,Retired,"$13,584,214.00 ",Success,
VKS RF,Russia,6/16/1993,May,4:17:00 AM,Cosmos-3M (11K65M),Cosmos 2251,Retired,"$16,370,915.00 ",Success,
NASA,USA,6/21/1993,May,1:07:00 PM,Space Shuttle Endeavour,STS-57,Retired,"$43,309,962.00 ",Success,
VKS RF,Russia,6/24/1993,May,4:12:00 AM,Tsyklon-3,Cosmos 2252 to 2257,Retired,"$32,572,438.00 ",Success,
Arianespace,France,6/25/1993,June,12:18:00 AM,Ariane 44P,Galaxy-4,Retired,"$10,060,395.00 ",Success,
Boeing,USA,6/26/1993,June,1:27:00 PM,Delta II 7925,USA-92 (GPS IIA-12)/PMG,Retired,"$43,467,775.00 ",Success,
VKS RF,Kazakhstan,7/7/1993,June,7:15:00 AM,Tsyklon-2,Cosmos 2258,Retired,"$12,995,526.00 ",Success,
General Dynamics,USA,7/19/1993,June,10:04:00 PM,Atlas II,USA-93 (DSCS IIIB-9),Retired,"$37,228,683.00 ",Success,
Arianespace,France,7/22/1993,June,10:58:00 PM,Ariane 44L,"Hispasat 1B, Insat-2B",Retired,"$31,256,624.00 ",Success,
Martin Marietta,USA,8/2/1993,July,7:59:00 PM,Titan IV(403)A,SLDCOM & 3x NOSS,Retired,"$43,111,920.00 ",Failure,
VKS RF,Russia,8/4/1993,July,12:52:00 AM,Molniya-M /Block ML,Molniya-3 n†­159,Retired,"$16,064,571.00 ",Success,
General Dynamics,USA,8/9/1993,July,10:02:00 AM,Atlas-E/F Star-37S-ISS,NOAA-I,Retired,"$23,130,773.00 ",Success,
VKS RF,Russia,8/10/1993,August,2:53:00 PM,Molniya-M /Block 2BL,Cosmos 2261,Retired,"$19,780,044.00 ",Success,
Boeing,USA,8/30/1993,August,12:38:00 PM,Delta II 7925,USA-94 (GPS IIA-13),Retired,"$30,367,835.00 ",Success,
VKS RF,Russia,8/31/1993,August,4:40:00 AM,Tsyklon-3,Meteor-2 n†­21 & Temisat,Retired,"$38,536,216.00 ",Success,
General Dynamics,USA,9/3/1993,August,11:17:00 AM,Atlas I,UHF F2,Retired,"$35,479,427.00 ",Success,
NASA,USA,9/12/1993,August,11:45:00 AM,Space Shuttle Discovery,STS-51,Retired,"$43,900,643.00 ",Success,
VKS RF,Kazakhstan,9/16/1993,August,7:36:00 AM,Zenit-2,Cosmos 2263,Retired,"$33,901,927.00 ",Success,
VKS RF,Kazakhstan,9/17/1993,September,12:43:00 AM,Tsyklon-2,Cosmos 2264,Retired,"$24,165,763.00 ",Success,
ISRO,India,9/20/1993,September,5:12:00 AM,PSLV-G,IRS-P1,Retired,"$13,581,239.00 ",Failure,
Arianespace,France,9/26/1993,September,1:45:00 AM,Ariane 40,"SPOT-3, Stella & Others",Retired,"$20,832,040.00 ",Success,
Martin Marietta,USA,10/5/1993,September,5:56:00 PM,Titan II(23)G,Landsat 6,Retired,"$39,388,417.00 ",Failure,
CASC,China,10/8/1993,September,8:00:00 AM,Long March 2C,FSW-1 No.5,Active,"$42,718,214.00 ",Success,
NASA,USA,10/18/1993,September,2:53:00 PM,Space Shuttle Columbia,STS-58,Retired,"$22,560,189.00 ",Success,
Arianespace,France,10/22/1993,October,6:46:00 AM,Ariane 44LP,Intelsat 701,Retired,"$17,606,945.00 ",Success,
VKS RF,Russia,10/26/1993,October,1:00:00 PM,Cosmos-3M (11K65M),Cosmos 2265,Retired,"$41,544,830.00 ",Success,
Boeing,USA,10/26/1993,October,5:04:00 PM,Delta II 7925,USA-96 (GPS IIA-14),Retired,"$20,880,639.00 ",Success,
VKS RF,Russia,11/2/1993,October,12:10:00 PM,Cosmos-3M (11K65M),Cosmos 2266,Retired,"$17,147,221.00 ",Success,
Arianespace,France,11/20/1993,October,1:17:00 AM,Ariane 44LP,"Solidaridad 1, Meteosat 6",Retired,"$26,188,837.00 ",Success,
General Dynamics,USA,11/28/1993,October,11:40:00 PM,Atlas II,USA-97 (DSCS IIIB-10,Retired,"$35,741,467.00 ",Success,
NASA,USA,12/2/1993,November,9:27:00 AM,Space Shuttle Endeavour,STS-61,Retired,"$45,950,801.00 ",Success,
Boeing,USA,12/8/1993,November,12:48:00 AM,Delta II 7925,NATO 4B,Retired,"$42,113,783.00 ",Success,
General Dynamics,USA,12/16/1993,November,12:38:00 AM,Atlas IIAS,Telstar 401,Retired,"$10,553,987.00 ",Success,
Arianespace,France,12/18/1993,December,1:27:00 AM,Ariane 44L,"DBS-1, Thaicom-1",Retired,"$14,067,591.00 ",Success,
VKS RF,Russia,12/22/1993,December,8:37:00 PM,Molniya-M /Block ML,Molniya-1T n†­160,Retired,"$35,861,694.00 ",Success,
Arianespace,France,1/24/1994,December,9:37:00 PM,Ariane 44LP,"Eutelsat 2F5, Turksat 1A",Retired,"$44,912,289.00 ",Failure,
VKS RF,Russia,1/25/1994,December,12:25:00 AM,Tsyklon-3,Meteor-3 n†­6 & Tubsat-B,Retired,"$13,662,754.00 ",Success,
Martin Marietta,USA,1/25/1994,December,4:34:00 PM,Titan II(23)G,Clementine,Retired,"$26,215,844.00 ",Success,
NASA,USA,2/3/1994,January,12:10:00 PM,Space Shuttle Discovery,STS-60,Retired,"$42,108,702.00 ",Success,
MHI, Japan,2/3/1994,January,10:20:00 PM,H-II,Ryusei & Myojo,Retired,"$23,859,793.00 ",Success,
Martin Marietta,USA,2/7/1994,January,9:47:00 PM,Titan IV(401)A,Milstar DFS-1,Retired,"$12,326,825.00 ",Success,
CASC,China,2/8/1994,February,8:34:00 AM,Long March 3A,"Shijian 4, Kuafu-1 (mass simulator)",Active,"$39,877,213.00 ",Success,
VKS RF,Russia,2/12/1994,February,8:54:00 AM,Tsyklon-3,Cosmos 2268 to 2273,Retired,"$36,252,266.00 ",Success,
VKS RF,Russia,3/2/1994,February,3:25:00 AM,Tsyklon-3,Koronas I,Retired,"$33,861,650.00 ",Success,
NASA,USA,3/4/1994,February,1:53:00 PM,Space Shuttle Columbia,STS-62,Retired,"$26,865,188.00 ",Success,
Boeing,USA,3/10/1994,February,3:40:00 AM,Delta II 7925,USA-100 (GPS IIA-15)/SEDS-2,Retired,"$32,451,027.00 ",Success,
Northrop,USA,3/13/1994,March,10:32:00 PM,Minotaur C (Taurus),STEP Mission 0 & DARPASAT,Active,"$44,306,918.00 ",Success,
Boeing,USA,3/19/1994,March,11:45:00 PM,Delta II 7925-8,Galaxy 1R,Retired,"$17,236,923.00 ",Success,
NASA,USA,4/9/1994,March,11:05:00 AM,Space Shuttle Endeavour,STS-59,Retired,"$37,435,911.00 ",Success,
Lockheed,USA,4/13/1994,March,6:04:00 AM,Atlas I,GOES-I,Retired,"$42,906,625.00 ",Success,
VKS RF,Kazakhstan,4/23/1994,March,8:01:00 AM,Zenit-2,Cosmos 2278,Retired,"$42,900,659.00 ",Success,
VKS RF,Russia,4/26/1994,April,2:14:00 AM,Cosmos-3M (11K65M),Cosmos 2279,Retired,"$23,570,731.00 ",Success,
Martin Marietta,USA,5/3/1994,April,3:55:00 PM,Titan IV(401)A,Trumpet,Retired,"$28,929,389.00 ",Success,
ISRO,India,5/4/1994,April,12:00:00 AM,ASLV,SROSS C2,Retired,"$12,007,291.00 ",Success,
Northrop,USA,5/19/1994,April,5:03:00 PM,Pegasus/HAPS,STEP-2,Retired,"$41,801,937.00 ",Partial Failure,
VKS RF,Russia,5/25/1994,May,10:14:00 AM,Tsyklon-3,Cosmos 2281,Retired,"$37,267,251.00 ",Failure,
Arianespace,France,6/17/1994,May,7:07:00 AM,Ariane 44LP,"Intelsat 702, STRV 1A & 1B",Retired,"$32,253,173.00 ",Success,
Lockheed,USA,6/24/1994,May,1:50:00 PM,Atlas I,UHF F3,Retired,"$12,886,699.00 ",Success,
Northrop,USA,6/27/1994,May,9:15:00 PM,Pegasus XL,STEP-1,Active,"$28,110,013.00 ",Failure,
CASC,China,7/3/1994,June,8:00:00 AM,Long March 2D,FSW-2 No.2,Active,"$30,959,771.00 ",Success,
NASA,USA,7/8/1994,June,4:43:00 AM,Space Shuttle Columbia,STS-65,Retired,"$17,473,060.00 ",Success,
Arianespace,France,7/8/1994,June,11:05:00 PM,Ariane 44L,"Panamsat-2, Yuri-3N",Retired,"$31,027,408.00 ",Success,
VKS RF,Russia,7/14/1994,July,5:13:00 AM,Cosmos-3M (11K65M),Nadiezhda n†­7,Retired,"$44,513,632.00 ",Success,
CASC,China,7/21/1994,July,10:55:00 AM,Long March 3,Apstar-1,Retired,"$11,148,642.00 ",Success,
VKS RF,Russia,8/2/1994,July,,Cosmos-3M (11K65M),Cosmos 2285,Retired,"$42,399,724.00 ",Success,
Lockheed,USA,8/3/1994,July,11:57:00 PM,Atlas IIA,DBS-2,Retired,"$42,691,113.00 ",Success,
VKS RF,Russia,8/5/1994,July,1:12:00 AM,Molniya-M /Block 2BL,Cosmos 2286,Retired,"$19,182,398.00 ",Success,
Arianespace,France,8/10/1994,August,11:05:00 PM,Ariane 44LP,"Brasilsat B1, Turksat 1B",Retired,"$22,224,421.00 ",Success,
VKS RF,Russia,8/23/1994,August,2:31:00 PM,Molniya-M /Block ML,Molniya-3 n†­161,Retired,"$11,202,841.00 ",Success,
VKS RF,Kazakhstan,8/26/1994,August,12:00:00 PM,Zenit-2,Cosmos 2290,Retired,"$10,977,614.00 ",Success,
Martin Marietta,USA,8/27/1994,August,8:58:00 AM,Titan IV(401)A,Mercury,Retired,"$26,400,321.00 ",Success,
CASC,China,8/27/1994,August,11:10:00 PM,Long March 2E,Optus-B3,Retired,"$36,576,531.00 ",Success,
MHI, Japan,8/28/1994,August,7:50:00 AM,H-II,Kiku 6,Retired,"$43,054,252.00 ",Success,
General Dynamics,USA,8/29/1994,August,5:38:00 PM,Atlas-E/F Star-37S-ISS,DMSP F-12,Retired,"$23,040,529.00 ",Success,
Northrop,USA,9/3/1994,August,2:38:00 PM,Pegasus,APEX,Retired,"$42,954,702.00 ",Success,
Arianespace,France,9/9/1994,August,12:29:00 AM,Ariane 42L,Telstar 402,Retired,"$23,192,355.00 ",Success,
NASA,USA,9/9/1994,August,10:22:00 PM,Space Shuttle Discovery,STS-64,Retired,"$18,255,731.00 ",Success,
VKS RF,Russia,9/27/1994,September,2:00:00 PM,Cosmos-3M (11K65M),Cosmos 2292,Retired,"$42,854,656.00 ",Success,
NASA,USA,9/30/1994,September,11:16:00 AM,Space Shuttle Endeavour,STS-68,Retired,"$36,505,887.00 ",Success,
Lockheed,USA,10/6/1994,September,6:35:00 AM,Atlas IIAS,Intelsat 703,Retired,"$26,179,926.00 ",Success,
Arianespace,France,10/8/1994,September,1:07:00 AM,Ariane 44L,"Solidaridad-2, Thaicom-2",Retired,"$34,826,456.00 ",Success,
VKS RF,Russia,10/11/1994,September,2:30:00 PM,Tsyklon-3,Okean 4,Retired,"$40,813,128.00 ",Success,
ISRO,India,10/15/1994,October,5:05:00 AM,PSLV-G,IRS-P2,Retired,"$31,093,230.00 ",Success,
Arianespace,France,11/1/1994,October,12:37:00 AM,Ariane 42P,Astra 1D,Retired,"$11,346,725.00 ",Success,
Boeing,USA,11/1/1994,October,9:31:00 AM,Delta II 7925-10,Wind,Retired,"$39,117,548.00 ",Success,
VKS RF,Kazakhstan,11/2/1994,October,1:04:00 AM,Tsyklon-2,Cosmos 2293,Retired,"$23,216,016.00 ",Success,
NASA,USA,11/3/1994,November,4:59:00 PM,Space Shuttle Atlantis,STS-66,Retired,"$29,329,450.00 ",Success,
VKS RF,Kazakhstan,11/4/1994,November,5:47:00 AM,Zenit-2,Resurs-O1 n†­3,Retired,"$41,773,347.00 ",Success,
VKS RF,Kazakhstan,11/24/1994,November,9:15:00 AM,Zenit-2,Cosmos 2297,Retired,"$43,659,446.00 ",Success,
VKS RF,Russia,11/29/1994,November,2:54:00 AM,Tsyklon-3,Geo-IK 1,Retired,"$25,393,123.00 ",Success,
Lockheed,USA,11/29/1994,November,10:21:00 AM,Atlas IIA,Orion 1,Retired,"$25,905,326.00 ",Success,
CASC,China,11/29/1994,November,5:02:00 PM,Long March 3A,Chinasat-5,Active,"$19,841,540.00 ",Partial Failure,
Arianespace,France,12/1/1994,November,10:57:00 PM,Ariane 42P,Panamsat-3,Retired,"$22,826,938.00 ",Failure,
VKS RF,Russia,12/14/1994,November,2:21:00 PM,Molniya-M /Block ML,Molniya-1T n†­162,Retired,"$43,092,930.00 ",Success,
VKS RF,Russia,12/20/1994,November,5:10:00 AM,Cosmos-3M (11K65M),Cosmos 2298,Retired,"$44,859,025.00 ",Success,
Martin Marietta,USA,12/22/1994,December,10:19:00 PM,Titan IV(402)A,DSP,Retired,"$34,985,225.00 ",Success,
VKS RF,Russia,12/26/1994,December,10:26:00 PM,Tsyklon-3,Cosmos 2299 to 2304,Retired,"$15,702,887.00 ",Success,
VKS RF,Kazakhstan,12/26/1994,December,,Rokot/Briz K,Radio-ROSTO,Retired,"$31,298,359.00 ",Success,
General Dynamics,USA,12/30/1994,December,10:02:00 AM,Atlas-E/F Star-37S-ISS,NOAA-J,Retired,"$22,787,235.00 ",Success,
ILS,USA,1/10/1995,December,6:18:00 AM,Atlas IIAS,Intelsat 704,Retired,"$26,558,198.00 ",Success,
ISAS, Japan,1/15/1995,December,1:45:00 PM,Mu-III S2,EXPRESS,Retired,"$30,977,016.00 ",Partial Failure,
VKS RF,Russia,1/24/1995,December,3:54:00 AM,Cosmos-3M (11K65M),"Tsikada 1, Faisat 1 & Astrid 1",Retired,"$21,410,826.00 ",Success,
CASC,China,1/25/1995,January,10:40:00 PM,Long March 2E,Apstar 2,Retired,"$26,903,901.00 ",Failure,
Lockheed,USA,1/29/1995,January,1:25:00 AM,Atlas II,USA-108 (UHF F4),Retired,"$36,204,552.00 ",Success,
NASA,USA,2/3/1995,January,5:22:00 AM,Space Shuttle Discovery,STS-63,Retired,"$27,908,957.00 ",Success,
NASA,USA,3/2/1995,January,6:38:00 AM,Space Shuttle Endeavour,STS-67,Retired,"$25,234,243.00 ",Success,
VKS RF,Russia,3/2/1995,January,1:00:00 PM,Cosmos-3M (11K65M),Cosmos 2306,Retired,"$21,517,832.00 ",Success,
MHI, Japan,3/18/1995,February,8:01:00 AM,H-II,Himawari 5 & SFU 1,Retired,"$29,462,461.00 ",Success,
VKS RF,Russia,3/22/1995,March,4:09:00 AM,Cosmos-3M (11K65M),Cosmos 2310,Retired,"$45,429,081.00 ",Success,
ILS,USA,3/22/1995,March,6:18:00 AM,Atlas IIAS,Intelsat 705,Retired,"$33,567,059.00 ",Success,
General Dynamics,USA,3/24/1995,March,2:05:00 PM,Atlas-E/F Star-37S-ISS,DMSP F-13,Retired,"$15,960,810.00 ",Success,
MITT,Russia,3/28/1995,March,10:00:00 AM,Start,"EKA-2, Gurwin & UNAMSAT A",Retired,"$15,560,060.00 ",Failure,
